城市,区域,店名,地址,电话,类型,评分,营业时间,品牌,经纬度,ID
肇庆,端州区,So Hard Coffee苏夏财联店,端州路下瑶南安三巷号之3(隔岗路),13824636726,餐饮服务;咖啡厅;咖啡厅,4.2,,,"112.463705,23.052936",B0HRVUUAA2
肇庆,端州区,Sun coffee,西江北路29号,19007583097,餐饮服务;咖啡厅;咖啡厅,4.0,,,"112.450796,23.058796",B0JR7LMENV
肇庆,端州区,TI X coffee shop,头村杏园路尽头第三卡,15975282982,餐饮服务;咖啡厅;咖啡厅,4.0,,,"112.499158,23.047729",B0KD9SRZC7
肇庆,端州区,Tapical·说冰咖啡(天宁广场店),天宁广场首层Tapical说冰咖啡,14771210221,餐饮服务;咖啡厅;咖啡厅,4.2,,,"112.469033,23.048695",B0JKVOJFOW
肇庆,端州区,Taste Coffee (伴月里店),绿荷路1号昌大昌伴月里首层1F08号,13189341313,餐饮服务;餐饮相关场所;餐饮相关,3.8,,,"112.454184,23.065501",B0KA6AEWTS
肇庆,端州区,Tonight,上瑶北九巷28号,0758-2831064,体育休闲服务;体育休闲服务场所;体育休闲服务场所,4.4,,,"112.461446,23.056290",B0FFJSV5HJ
肇庆,端州区,Tulip coffee(郁金香),城东街厚岗社区塘尾环村东二五巷11号,18675482004,购物服务;服装鞋帽皮具店;服装鞋帽皮具店,4.0,,,"112.500075,23.053875",B0I34MFVR0
肇庆,端州区,Turnport·Coffee,草场路与坛前街交叉口东40米,[],餐饮服务;咖啡厅;咖啡厅,2.7,,,"112.463316,23.049665",B0LUMCFOWY
肇庆,端州区,U-Coffee(悠鲤咖啡馆),前进北路6号A幢111卡U-Coffee(悠鲤咖啡馆),[],餐饮服务;咖啡厅;咖啡厅,3.7,,,"112.491347,23.057213",B0IKHCJDXV
肇庆,端州区,UN COFFEE,星荷路28号,13822682696,餐饮服务;咖啡厅;咖啡厅,4.3,,,"112.464242,23.059614",B0IKHUIXUU
肇庆,端州区,Window coffee·窗口咖啡,端州三路35号第一栋首层(集百味酸菜鱼旁),13229006928,餐饮服务;咖啡厅;咖啡厅,4.1,,,"112.487312,23.059452",B0IKUH3E9S
肇庆,端州区,Window coffe窗口咖啡(国际广场店),康乐北路9号1层109卡商铺(国际广场)D11号商铺,15507668862,餐饮服务;咖啡厅;咖啡厅,3.9,,,"112.456086,23.056496",B0JAGCFYLL
肇庆,端州区,W茶啡(肇庆锦绣山河·那片海店),锦绣山河那片海14栋-14-006卡,18316141869,餐饮服务;冷饮店;冷饮店,3.8,,,"112.428753,23.045444",B0JDNR6MYI
肇庆,端州区,Y&M Cafe你和我的咖啡,新园中路64号,[],餐饮服务;咖啡厅;咖啡厅,4.0,,,"112.509872,23.065113",B0HRSHPU3I
肇庆,端州区,Z.KOKO COFFEE,明珠路2号,13189350780,购物服务;服装鞋帽皮具店;服装鞋帽皮具店,3.9,,,"112.486975,23.048575",B0KD7RHPUN
肇庆,端州区,ZW 9.9 COFFEE SHOP(端州店),新园中路16号恒福美地花园4号楼105号商铺,17707588330,餐饮服务;咖啡厅;咖啡厅,3.9,,,"112.505060,23.067595",B0K02ZT4GR
肇庆,端州区,bank coffee(恒裕城店),恒裕城首层101-1商铺,18126561235,餐饮服务;咖啡厅;咖啡厅,4.5,,,"112.493489,23.085997",B0IDJZOXUS
肇庆,端州区,boffcoffee,翠星路北一街9号,18675806912,餐饮服务;咖啡厅;咖啡厅,3.9,,,"112.461277,23.061974",B0J3H1TTSU
肇庆,端州区,chillcoffee,颂德路71号第二卡,13727293351;13727393351,餐饮服务;咖啡厅;咖啡厅,4.2,,,"112.487998,23.066124",B0GRSDA1UJ
肇庆,端州区,coffeesoon,端州三路笑傲江湖创意园 厂外车间04卡,0758-2850606,餐饮服务;咖啡厅;咖啡厅,4.1,,,"112.482539,23.058325",B0FFG7QW6X
肇庆,端州区,cotticoffee(侨兴·星荷湖畔店),绿荷南路与伴月路交叉口南60米,[],餐饮服务;咖啡厅;咖啡厅,4.0,,,"112.454059,23.063693",B0KDPC61YJ
肇庆,端州区,link coffee,翠星路北一街7号,18575817141,餐饮服务;咖啡厅;咖啡厅,4.5,,,"112.461311,23.061496",B0GURRPK1D
肇庆,端州区,luckin coffee 瑞幸咖啡(华生中心店),信安五路2号华生商住中心7号楼首层第10卡商铺,4000100100,餐饮服务;咖啡厅;咖啡厅,4.0,,,"112.503262,23.068226",B0LBM74Y0N
肇庆,端州区,luckin coffee 瑞幸咖啡(大冲校区肇庆市技师学院店),体育活动广场A112-A113,17722243981,餐饮服务;咖啡厅;咖啡厅,4.0,,瑞幸咖啡,"112.513148,23.117783",B0K26LORXT
肇庆,端州区,luckin coffee 瑞幸咖啡(敏捷城·端州里店),信安三路3号敏捷广场九期北段商业街1136商铺,4000100100,餐饮服务;咖啡厅;咖啡厅,4.4,,,"112.504307,23.081573",B0IRR5DWHH
肇庆,端州区,luckin coffee 瑞幸咖啡(星城广场店),端州三路16号名城星岸A区(星城广场停车出口左侧),[],餐饮服务;咖啡厅;咖啡厅,4.5,,,"112.487935,23.057705",B0I2PG64L2
肇庆,端州区,metom cafe咖啡工坊,星湖大道19号乐聚创意园b2b3,17722244258,餐饮服务;餐饮相关场所;餐饮相关,4.7,,,"112.495275,23.079625",B0KBC9EIHZ
肇庆,端州区,monster coffee,波浪堤与星湖西路交叉口西南220米,[],餐饮服务;咖啡厅;咖啡厅,2.6,,,"112.458057,23.071317",B0K3M7PFMR
肇庆,端州区,suiu coffee,信安三路3号敏捷广场五期k幢商业办公楼104号商铺,19120000706,餐饮服务;咖啡厅;咖啡厅,3.9,,,"112.500561,23.074155",B0K1DLBFK3
肇庆,端州区,three36 coffee(城市阳光花园店),新园中路与黄岗三路交叉口西北60米,13727234228,餐饮服务;咖啡厅;咖啡厅,3.9,,,"112.507210,23.067161",B0J2LMSTQJ
肇庆,端州区,yearn for coffee巷往咖啡,睦岗镇为民街6号,15602368818,餐饮服务;咖啡厅;咖啡厅,4.0,,,"112.428136,23.061956",B0K2G9ER0Z
肇庆,端州区,一·嘉coffee(星湖尚景苑店),棠岗路4号星湖尚景苑第二期号楼10卡,13672366614,餐饮服务;咖啡厅;咖啡厅,4.1,,,"112.493698,23.067412",B0I2FACZK9
肇庆,端州区,一沐咖啡,蓝塘中路与星湖大道交叉口东南300米,[],餐饮服务;咖啡厅;咖啡厅,4.1,,,"112.504795,23.088450",B0KDT9L8AS
肇庆,端州区,一隅咖啡,明珠路供电宿舍小区西2号,13030229995;18128066441,餐饮服务;咖啡厅;咖啡厅,4.3,,,"112.487241,23.048566",B0G3JK38PL
肇庆,端州区,七星岩景区湖畔咖啡,天柱岩西侧,16607585636;4001278638,餐饮服务;咖啡厅;咖啡厅,3.9,,,"112.473369,23.075613",B0KRM538FE
肇庆,端州区,不二咖啡馆(豪居路店),豪居路67号之一B卡,0758-2202370;13660990323,餐饮服务;咖啡厅;咖啡厅,4.4,,,"112.467160,23.048507",B0FFF61O4L
肇庆,端州区,不止咖啡,蓓蕾北路19号B栋首层107A,[],餐饮服务;咖啡厅;咖啡厅,4.2,,,"112.490151,23.053221",B0JDFZWTY1
肇庆,端州区,九点柠咖,广东省肇庆市端州区西江北路肇庆体育中心西门西南侧约60米,[],餐饮服务;咖啡厅;咖啡厅,3.8,,,"112.450794,23.059631",B0LAGCUDU8
肇庆,端州区,予六月咖啡,星湖西路3幢,18922645589,餐饮服务;餐饮相关场所;餐饮相关,4.3,,,"112.459905,23.072093",B0KD2C1GQK
肇庆,端州区,二更咖啡店(恒裕城店),恒裕城,15960397259,餐饮服务;咖啡厅;咖啡厅,4.3,,,"112.496909,23.084154",B0J1O7L129
肇庆,端州区,井口咖啡,豪居路28号,[],餐饮服务;咖啡厅;咖啡厅,4.0,,,"112.467225,23.047025",B0K3Y9ICME
肇庆,端州区,以木咖啡,信安六路博皇美家配家居广场东1门左侧,13413832836,餐饮服务;咖啡厅;咖啡厅,3.7,,,"112.491317,23.064553",B0JRFSSRHC
肇庆,端州区,优茉咖啡,广东省肇庆市端州区宝环大道岩前村16号,16626962676,餐饮服务;咖啡厅;咖啡厅,3.7,,,"112.482772,23.066782",B0IGU5Y7SB
肇庆,端州区,佰萬咖啡(星荷豪苑二期店),星荷豪苑L幢首层商铺21卡,13450193344,餐饮服务;咖啡厅;咖啡厅,4.1,,,"112.461630,23.063687",B0I3Y5KHRV
肇庆,端州区,力啡健身中心咖啡馆,端州二路与东安街交叉口东南40米,[],餐饮服务;咖啡厅;咖啡厅|体育休闲服务;体育休闲服务场所;体育休闲服务场所,4.1,,,"112.498670,23.058016",B0K6B5H5QX
肇庆,端州区,半日闲·咖啡COFFEE,黄岗镇岩前村委会联星四庆宁南巷,13902360068,餐饮服务;咖啡厅;咖啡厅,4.2,,,"112.481699,23.070038",B0ID77LI7V
肇庆,端州区,南诏咖啡,锦绣莱茵东门右边商铺到头左转直入50米处,13602975580,餐饮服务;咖啡厅;咖啡厅,4.2,,,"112.499775,23.077225",B0JUXMROUH
肇庆,端州区,同一秒手作·咖啡馆,信安3路敏捷广场四期C栋1609,15360856375,餐饮服务;咖啡厅;咖啡厅,3.8,,,"112.502587,23.074033",B0L67AQDKS
肇庆,端州区,咖否·美食店Colorful Coffee,石东路8号肇庆天骄御景花园二期4号楼08卡商铺,[],餐饮服务;咖啡厅;咖啡厅,3.8,,,"112.494267,23.091588",B0K1VHSYBD
肇庆,端州区,咖简星球(肇庆学院店),肇庆学院东门出门右转10米二楼咖简星球,13346538585,餐饮服务;咖啡厅;咖啡厅,3.8,,,"112.498063,23.109250",B0K36SFHMI
肇庆,端州区,啡壹free will,跃龙路78号首层,[],餐饮服务;咖啡厅;咖啡厅,4.2,,,"112.483394,23.052980",B0LBPURE7J
肇庆,端州区,啡尝时刻,蓝塘四路2号海伦堡花园二区2座04号商铺之八,[],餐饮服务;咖啡厅;咖啡厅,3.7,,,"112.496488,23.099992",B0KK6RR0ET
肇庆,端州区,善糖水饮品咖啡,东禺中路4号,18675801995,餐饮服务;咖啡厅;咖啡厅,4.0,,,"112.514600,23.062898",B0KUSDSD27
肇庆,端州区,喜乐咖啡(车城店),桥北路百花园玫瑰园第十二幢首层第九卡,13556513249,餐饮服务;咖啡厅;咖啡厅,4.2,,,"112.443013,23.061409",B0KK4MVS6E
肇庆,端州区,四季轻食咖啡,学院路与大塘面路交叉口西南40米,15016392499,餐饮服务;咖啡厅;咖啡厅,4.3,,,"112.499383,23.109978",B0KDHDFXED
肇庆,端州区,园游会Garden Camp,星韵广场内(北岭二路北),18575844364,购物服务;购物相关场所;购物相关场所,3.9,,,"112.483081,23.103069",B0JUVS97UM
肇庆,端州区,壹妃手作咖啡馆,城东街道阅江路259号,18300171984,餐饮服务;餐饮相关场所;餐饮相关,4.1,,,"112.473576,23.045389",B0G1Y5SZBN
肇庆,端州区,多乐咖啡(嘉湖店),嘉湖路与叠翠路交叉口西北40米,15218451891,餐饮服务;咖啡厅;咖啡厅,3.7,,,"112.495198,23.069897",B0J1RKLNC7
肇庆,端州区,大笨象(敏捷广场店),信安大道三路3号敏捷广场F1层,[],餐饮服务;中餐厅;中餐厅,3.9,,,"112.502569,23.070900",B0IRY7AGHX
肇庆,端州区,小岛咖啡,信安三路8号墅景湾第二栋首层30卡,19902377407,餐饮服务;咖啡厅;咖啡厅,4.0,,,"112.507582,23.077080",B0K0Y7KTLF
肇庆,端州区,川大发肠粉咖啡(星荷豪苑一期店),星荷路6号,[],餐饮服务;餐饮相关场所;餐饮相关,4.1,,,"112.462744,23.061009",B0JATRPRDH
肇庆,端州区,市井咖啡(鸿景悦园店),祥福路6号,13226770083;13929876081,餐饮服务;咖啡厅;咖啡厅,4.4,,,"112.502791,23.063780",B0I0P52UYS
肇庆,端州区,师傅来帮(肇庆端州区店),端州一路东禺村东禺开发区69号商铺之二,4009929012,汽车服务;汽车服务相关;汽车服务相关,4.0,,COSTA,"112.510950,23.063796",B0K62S7BPA
肇庆,端州区,幸屿咖啡店,新园路与带村路交叉口东60米,13760022229,餐饮服务;咖啡厅;咖啡厅,4.2,,,"112.505486,23.068205",B0JAMUIAZU
肇庆,端州区,幸运咖(七星二路店),肇庆学院大门口东侧西起第A4号商铺-幸运咖,15577274499,餐饮服务;餐饮相关场所;餐饮相关,4.4,,,"112.497161,23.104013",B0KGGLXUM9
肇庆,端州区,幸运咖(大学塘商业街店),学院路与大塘面路交叉口西20米,[],餐饮服务;咖啡厅;咖啡厅,4.1,,,"112.499323,23.110440",B0JBOZKFEJ
肇庆,端州区,库迪咖啡(合百利广场店),天宁北路63号合百利广场F1层,[],餐饮服务;咖啡厅;咖啡厅,3.9,,,"112.467425,23.049325",B0JG9782UO
肇庆,端州区,库迪咖啡(广东工商大学星湖校区店),工商职业技术大学(星湖校区)钟楼长廊美食街G5-2商铺,19927081240,餐饮服务;咖啡厅;咖啡厅,3.8,,,"112.480558,23.083989",B0J2KDAI7T
肇庆,端州区,库迪咖啡(昌大昌新世界店),伴月路星河湖畔小区B幢首层6卡(新世界购物广场名创优品斜对面),13822603647,餐饮服务;咖啡厅;咖啡厅,3.9,,,"112.454377,23.063863",B0JRVCKBQ7
肇庆,端州区,库迪咖啡(肇庆学院大学塘街店),大塘面路19号大学塘啇业街商铺,15707586593,餐饮服务;咖啡厅;咖啡厅,3.9,,,"112.504822,23.113617",B0K1JD5A9R
肇庆,端州区,库迪咖啡(肇庆敏捷广场店),信安三路3号敏捷广场五期J幢商业办公楼141号商铺,13211069168,餐饮服务;咖啡厅;咖啡厅,4.4,,,"112.501781,23.073901",B0JD9ZWE6G
肇庆,端州区,德邦快递(肇庆端州区端州一路经营分部),端州一路肇庆宏鑫冻品交易市场西侧,95353,生活服务;物流速递;物流速递,4.4,,COSTA,"112.517126,23.107166",B0GRT5EU1D
肇庆,端州区,心普拉,111乡道与沙湖新区二巷交叉口西北200米,18219075604,餐饮服务;咖啡厅;咖啡厅,4.0,,,"112.508447,23.069647",B0ID7UA86C
肇庆,端州区,心灵咖啡屋,建设二路80号智联梦工场内B1栋,[],餐饮服务;咖啡厅;咖啡厅,3.6,,,"112.486330,23.048709",B0J1GS9P0D
肇庆,端州区,意旋咖啡,岗美路与黄岗南路交叉口北180米,13727298055,餐饮服务;咖啡厅;咖啡厅,4.0,,,"112.496358,23.061736",B0I1FOX1WM
肇庆,端州区,意浓咖啡屋(嘉禾花园店),信安大道77区嘉禾花园意浓咖啡屋,13413865087,餐饮服务;咖啡厅;咖啡厅,3.9,,,"112.497529,23.066983",B0G3TLRVEQ
肇庆,端州区,憩时咖啡SIX coffee(海伦堡·林隐天下新城店),蓝塘四路2号海伦堡花园二区12座01号商业网点之三,13760040012,餐饮服务;咖啡厅;咖啡厅,3.9,,,"112.495446,23.097919",B0H2SYBXLW
肇庆,端州区,拾壹咖啡(城东住宅2区店),建设二路城东二区22栋106号首层,13413880491,餐饮服务;咖啡厅;咖啡厅,3.6,,,"112.487886,23.051372",B0I0AH4P8T
肇庆,端州区,敏捷城·端州里,信安三路3号敏捷城9期,[],购物服务;商场;商场,4.8,,COSTA,"112.504086,23.080411",B0IGYDGPUW
肇庆,端州区,无事简餐咖啡,人民北路下瑶西巷新村二村15号,[],餐饮服务;咖啡厅;咖啡厅,4.4,,,"112.461276,23.056721",B0K1YL2WVH
肇庆,端州区,日屿夜,(城中)路第号之三,[],体育休闲服务;娱乐场所;酒吧,4.1,,,"112.462666,23.046955",B0K0YUH6BC
肇庆,端州区,旧城coffee&cocktail(新元花苑店),黄岗街道锦绣路5号新元花苑商铺十四号之一,17796130386,餐饮服务;咖啡厅;咖啡厅,4.2,,,"112.494811,23.074913",B0KU7771R2
肇庆,端州区,旧屋咖啡old house coffee,城北路98号,13600220206,餐饮服务;咖啡厅;咖啡厅,4.1,,,"112.464425,23.050461",B0J3YR0DCY
肇庆,端州区,时光驿站,城西街道前沙街5号,0758-2223525,餐饮服务;外国餐厅;西餐厅(综合风味),4.0,,,"112.449966,23.046296",B0FFHRNGZJ
肇庆,端州区,明廊咖啡馆,星湖大道9号恒裕海湾综合楼首层17.18卡,[],餐饮服务;咖啡厅;咖啡厅,3.9,,,"112.486470,23.065754",B0JA99LVDG
肇庆,端州区,星光礼誉,端州一路,0758-2821666,商务住宅;住宅区;住宅小区,[],,COSTA,"112.515621,23.082583",B0FFFHU9TM
肇庆,端州区,星岩树下咖啡,七星岩南门,[],餐饮服务;咖啡厅;咖啡厅,4.0,,,"112.482381,23.071444",B0KKS54432
肇庆,端州区,星巴克(昌大昌伴月里店),绿荷路1号新世界88康体会所1层自编1F06号商铺,4008206998,餐饮服务;咖啡厅;星巴克咖啡,4.5,,,"112.454011,23.065475",B0JR4S3M76
肇庆,端州区,星巴克(肇庆敏捷广场店),信安三路3号敏捷广场,0758-6627073,餐饮服务;咖啡厅;星巴克咖啡,4.5,,,"112.503461,23.075084",B0H6HAFM6H
肇庆,端州区,星巴克(肇庆星湖国际店),端州四路10号星湖国际广场首层,0758-2576550,餐饮服务;咖啡厅;星巴克咖啡,4.7,,,"112.471597,23.055546",B0FFGT96CY
肇庆,端州区,星巴克(肇庆益华国际广场店),信安五路2号益华国际广场地上1层L1-006号,0758-2717652,餐饮服务;咖啡厅;星巴克咖啡,4.6,,,"112.502895,23.068960",B0FFJ804XU
肇庆,端州区,星湖观澜sss咖啡店,莲湖中路二街与莲湖东路交叉口东北80米,[],餐饮服务;咖啡厅;咖啡厅,2.2,,,"112.476047,23.060215",B0KU2G2EGE
肇庆,端州区,有熊咖啡屋(星弘誉景花园店),星弘誉景花园1期,[],餐饮服务;咖啡厅;咖啡厅,4.0,,,"112.506755,23.097912",B0K6MUIVBK
肇庆,端州区,本来不该有(星湖一方店),星湖大道一方广场2号楼107号铺,13760055226,餐饮服务;中餐厅;中餐厅,3.6,,,"112.490678,23.071644",B0JALMAQ5U
肇庆,端州区,村前二十八咖啡茶饮,沙头村563号村前二十八咖啡茶饮,[],餐饮服务;冷饮店;冷饮店,4.2,,,"112.507862,23.069420",B0K6VUXNBM
肇庆,端州区,杨桃树下的咖啡店,莲湖中路二街与莲湖东路交叉口西北280米,[],餐饮服务;咖啡厅;咖啡厅,3.4,,,"112.473385,23.061401",B0K0PYT80B
肇庆,端州区,松涛·森林咖啡,苑东三路与苑西四路交叉口南260米,[],餐饮服务;咖啡厅;咖啡厅,4.3,,,"112.466938,23.077069",B0JRTK0XIO
肇庆,端州区,极致咖啡AppearanceCafe&Moto,江滨四路与阅江路交叉口西北方向(阅江楼向东100米左右),13265532033,餐饮服务;咖啡厅;咖啡厅,4.1,,,"112.473600,23.044408",B0K1ACVQTX
肇庆,端州区,树院生活音乐音乐咖啡馆,星湖大道仙女湖东侧石牌工业区(维龙园区)1号楼一室,0758-2832033,餐饮服务;咖啡厅;咖啡厅,4.8,,,"112.494557,23.081381",B0FFIVKWB7
肇庆,端州区,根号2coffee/柠檬茶,跃龙路80栋第五卡根号2手作制茶,13413833154,餐饮服务;冷饮店;冷饮店,4.3,,,"112.481945,23.053014",B0HU3MYE21
肇庆,端州区,根号2·coffee/柠檬茶(康乐店),芙蓉西二街芙蓉雅居首层电信大楼后门隔壁,18319366843,餐饮服务;冷饮店;冷饮店,4.3,,,"112.452964,23.056727",B0JRNZ6EZ7
肇庆,端州区,森夏咖啡,城东2区南门西330米,[],餐饮服务;咖啡厅;咖啡厅,[],,,"112.486125,23.049325",B0LRN6L0BR
肇庆,端州区,森意咖啡生活店Sam's Cafe,泰湖路2号东盛名苑第10-12幢首层25号商铺,13025566868,餐饮服务;咖啡厅;咖啡厅,4.3,,,"112.506840,23.093398",B0FFL3BWTK
肇庆,端州区,森韵coffee,明珠路6号明雅居首层5卡商铺森韵咖啡,13922620808,餐饮服务;咖啡厅;咖啡厅,3.8,,,"112.486960,23.047769",B0K1SR5TYA
肇庆,端州区,樂咖,河旁社区园江路东八巷6号,17303011219,餐饮服务;咖啡厅;咖啡厅,4.2,,,"112.503999,23.063386",B0KB1RASQW
肇庆,端州区,樂府咖啡馆(肇庆敏捷城五期店),肇庆·敏捷城,13005567395;13129721557,餐饮服务;咖啡厅;咖啡厅,3.9,,,"112.501350,23.074858",B0H0MCKZXS
肇庆,端州区,水湾寨茶艺咖啡,黄岗街道七星街星湖名郡112号,[],餐饮服务;咖啡厅;咖啡厅,3.9,,,"112.474722,23.087769",B0FFFWGPI6
肇庆,端州区,汇艺美术馆BUTTER CAFE,天宁南路与江滨四路交叉口东北20米,[],餐饮服务;咖啡厅;咖啡厅,3.9,,,"112.468357,23.043738",B0KUL1FGU5
肇庆,端州区,海棠依旧文艺空间,二塔路塘尾村环村西一巷5号之一三楼05室,[],餐饮服务;咖啡厅;咖啡厅,4.1,,,"112.498590,23.053545",B0KG6CMU9I
肇庆,端州区,消失的咖啡(翠岗花园一区店),岗美路(翠岗花园2区),[],餐饮服务;咖啡厅;咖啡厅,4.0,,,"112.496010,23.062874",B0HR0GS6PR
肇庆,端州区,深巷咖啡DeepLane,岗美路2号,13580639338,餐饮服务;咖啡厅;咖啡厅,4.0,,,"112.495822,23.060547",B0J3GM9D16
肇庆,端州区,游园会,七星街,13229007378,餐饮服务;咖啡厅;咖啡厅,4.2,,,"112.468675,23.085096",B0I30ZIUEW
肇庆,端州区,满FUN咖啡,西江北路48号,16626883388,餐饮服务;咖啡厅;咖啡厅,3.9,,,"112.449789,23.070697",B0KRS1LNCV
肇庆,端州区,满FUN咖啡(体育中心店),西江北路体育中心内光彩游泳池北侧A3,13802775061,餐饮服务;咖啡厅;咖啡厅,4.2,,,"112.452614,23.061018",B0LAHHE76W
肇庆,端州区,焦糖兔烘培研究事务所,七星二路创客方舟焦糖兔烘培研究事务所,[],餐饮服务;餐饮相关场所;餐饮相关,3.8,,,"112.498820,23.105311",B0KAYC0MIQ
肇庆,端州区,理想汽车肇庆端州一路零售中心,端州一路,13763082582,汽车维修;汽车维修;汽车维修|汽车服务;汽车服务相关;汽车服务相关,4.2,,COSTA,"112.516879,23.093688",B0K2TXTEIZ
肇庆,端州区,瑞幸咖啡,文化创意大厦东门旁,[],餐饮服务;咖啡厅;咖啡厅,3.9,,,"112.482475,23.058175",B0LAJRP1VL
肇庆,端州区,瑞幸咖啡(广东工商职业技术大学店),黄岗街道广东工商职业技术大学星湖校区第二食堂内一楼档口商铺,4000100100,餐饮服务;咖啡厅;咖啡厅,[],,,"112.478442,23.068585",B0KKGOE0ZC
肇庆,端州区,瑞幸咖啡(康乐国际广场店),城西街道康乐北路9号康乐国际广场1层116号D28,4000100100,餐饮服务;咖啡厅;咖啡厅,4.4,,,"112.456124,23.055909",B0I6U5HMDJ
肇庆,端州区,瑞幸咖啡(端州睦岗店),富华路15号御城名轩2幢首层22号商铺,4000100100,餐饮服务;咖啡厅;咖啡厅,4.5,,,"112.426573,23.065833",B0JB6MHDTA
肇庆,端州区,瑞幸咖啡(肇庆一院星曜广场店),黄岗街道肇庆嘉泰便捷酒店开泰建材城,4000100100,餐饮服务;咖啡厅;咖啡厅,4.5,,,"112.508489,23.094576",B0J1VR2993
肇庆,端州区,瑞幸咖啡(肇庆七星岩牌坊店),城东街道天宁北路82号(原湖滨大酒店旁),4000100100,餐饮服务;咖啡厅;咖啡厅,4.0,,,"112.470098,23.053284",B0IUDAGJMU
肇庆,端州区,瑞幸咖啡(肇庆华英新城店),工农北路11号雍雅苑,4000100100,餐饮服务;咖啡厅;咖啡厅,4.2,,,"112.481027,23.051016",B0KB75GG6B
肇庆,端州区,瑞幸咖啡(肇庆印象汇广场店),端州四路8号印象汇肇庆店F1层,4000100100,餐饮服务;咖啡厅;咖啡厅,4.3,,,"112.474023,23.056319",B0J6KD8L0N
肇庆,端州区,瑞幸咖啡(肇庆合百利店),天宁北路63号好世界购物中心首层019,4000100100,餐饮服务;咖啡厅;咖啡厅,4.6,,,"112.468975,23.049650",B0H6T76C3S
肇庆,端州区,瑞幸咖啡(肇庆学院大学塘店),大塘面路19号大学塘商业街一层自编号南A02,4000100100,餐饮服务;咖啡厅;咖啡厅,3.8,,瑞幸咖啡,"112.498400,23.110190",B0J0N5GYGP
肇庆,端州区,瑞幸咖啡(肇庆学院店),肇庆学院第二食堂二层一铺面,4000100100,餐饮服务;咖啡厅;咖啡厅,4.0,,,"112.496866,23.106129",B0H06HF84I
肇庆,端州区,瑞幸咖啡(肇庆技师学院店),肇庆技师学院店,4000100100,餐饮服务;咖啡厅;咖啡厅,3.6,,,"112.448159,23.045000",B0KKK5QQ0X
肇庆,端州区,瑞幸咖啡(肇庆敏捷城广场店),信安三路3号敏捷广场四期栋商业办公楼131商铺,4000100100,餐饮服务;咖啡厅;咖啡厅,4.5,,,"112.503516,23.073979",B0H2CATNDK
肇庆,端州区,瑞幸咖啡(肇庆昌大昌新世界店),伴月路23号新世界昌大昌超市1-3层第一层1F24号铺位,4000100100,餐饮服务;咖啡厅;咖啡厅,4.4,,,"112.453569,23.064187",B0J6UCLQTB
肇庆,端州区,瑞幸咖啡(肇庆星城广场店),端州三路16号名城星岸商住中心A区首层服务用房02,4000100100,餐饮服务;咖啡厅;咖啡厅,4.4,,,"112.487911,23.057694",B0IRZAYXOW
肇庆,端州区,瑞幸咖啡(肇庆星湖一方店),星湖大道五段20号一方广场1楼101号铺,4000100100,餐饮服务;咖啡厅;咖啡厅,4.4,,,"112.491034,23.072567",B0HK3AK8PC
肇庆,端州区,瑞幸咖啡(肇庆星湖广场店),端州四路10号星湖国际广场首层步行街B1035商铺,4000100100,餐饮服务;咖啡厅;咖啡厅,4.6,,,"112.472350,23.056911",B0FFLO8MUT
肇庆,端州区,瑞幸咖啡(肇庆林隐天下店),翰林路17座16号首层商铺,4000100100,餐饮服务;咖啡厅;咖啡厅,4.1,,,"112.491876,23.095861",B0K0ZREZFT
肇庆,端州区,瑞幸咖啡(肇庆百花园店),西江北路35号附近荷花苑凌波阁第二幢,4000100100,餐饮服务;咖啡厅;咖啡厅,4.3,,,"112.449838,23.060128",B0ID4CNX55
肇庆,端州区,瑞幸咖啡(肇庆益华国际广场店),信安五路2号益华国际广场首层内街第10卡商铺,4000100100,餐饮服务;咖啡厅;咖啡厅,4.4,,,"112.503261,23.068245",B0IGSD36XJ
肇庆,端州区,瑞幸咖啡(肇庆端州建设二路店),建设二路23号综合楼首层南边第4卡,4000100100,餐饮服务;咖啡厅;咖啡厅,4.2,,,"112.491566,23.050973",B0KRSUF7S1
肇庆,端州区,瑞幸咖啡(肇庆端州里店),信安三路3号敏捷广场九期商业楼1136号商铺,4000100100,餐饮服务;咖啡厅;咖啡厅,4.3,,,"112.501628,23.073654",B0JU9M1OW3
肇庆,端州区,瑞幸咖啡(肇庆西江南店),正西路129号文华综合楼首层第三卡之一,4000100100,餐饮服务;咖啡厅;咖啡厅,4.3,,,"112.451058,23.046285",B0JDKC5FBY
肇庆,端州区,瑞幸咖啡(肇庆黄岗店),端州二路29号办公综合楼首层商铺西二卡,4000100100,餐饮服务;咖啡厅;咖啡厅,4.4,,,"112.505099,23.058855",B0JDKH6HE8
肇庆,端州区,白鹭Blue Coffee,牌坊公园内游船码头往前100米处,13376770750,餐饮服务;咖啡厅;咖啡厅,4.1,,,"112.469349,23.059935",B0K2A9YGCK
肇庆,端州区,百味咖啡茶饮甜品综合服务商(裕福大厦店),江滨东路12号裕福大厦,[],餐饮服务;餐饮相关场所;餐饮相关,3.4,,,"112.469353,23.043956",B0KGSSFG7T
肇庆,端州区,石头布咖啡体验馆(肇庆店),和平路20号金桂苑118卡,0758-2822090;17612582257,餐饮服务;咖啡厅;咖啡厅,4.4,,,"112.484501,23.055981",B02F601OJ0
肇庆,端州区,窦平方咖啡店,77区荷苑57号,13353001224,餐饮服务;咖啡厅;咖啡厅,4.0,,,"112.495157,23.068116",B0L6XU0EA1
